Country,City,AQI_Value,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions,AQI_Category
Costa Rica,Chacarita,46,1,Good,18,Good,4,Good,46,L0,117.6345342,0.888476774,L0,Good
United Kingdom of Great Britain and Northern Ireland,Bishop Auckland,39,1,Good,39,Good,0,Good,38,L0,103.0860892,-3.164063932,L0,Good
Japan,Kokubunji,34,1,,,Good,3,Good,21,L0,106.7639303,8.363295688,L0,Good
Brazil,Cotia,169,6,Good,1,Good,20,Good,169,L3,423.9932661,5.513415466,L3,Unhealthy
Chile,Lota,67,2,Good,10,Good,8,Good,67,L1,168.8716144,16.47977081,L1,Moderate
Germany,Schneverdingen,36,1,Good,36,Good,1,Good,25,L0,98.27811074,0.616703767,L0,Good
United States of America,Cimarron Hills,73,1,,32,Good,2,Good,73,L1,185.323188,5.337764589,L1,Moderate
Malaysia,Parit Raja,89,1,Good,39,Good,0,Good,89,L1,225.8316033,4.879848549,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Totton,37,1,Good,32,Good,2,Good,37,L0,82.30588109,9.141706742,L0,Good
Iran (Islamic Republic of),Takab,67,1,Good,34,Good,0,Good,67,L1,181.2645565,-2.193521158,L1,Moderate
Mexico,Ocotlan,78,3,,7,Good,6,Good,78,L1,184.5215954,-0.44501872,L1,Moderate
Mexico,Pueblo Nuevo,16,1,Good,,Good,1,Good,16,L0,51.22064905,9.532631524,L0,Good
Germany,Ubstadt Weiher,32,1,Good,26,Good,2,Good,32,L0,81.43457571,-2.80117708,L0,Good
Germany,Coesfeld,38,0,Good,33,Good,2,Good,38,L0,120.7259854,11.80411582,L0,Good
Japan,Ijuin,57,1,Good,57,Moderate,0,Good,40,L0,155.2740735,10.72070062,L0,Moderate
United Kingdom of Great Britain and Northern Ireland,Sidmouth,59,1,Good,27,Good,5,Good,59,L1,165.3807572,10.93885092,L1,Moderate
Russian Federation,Yelnya,67,1,Good,23,Good,2,Good,67,L1,157.0141697,5.327709706,L1,Moderate
India,Harrai,155,1,Good,,Good,0,Good,155,L3,402.9546024,11.06557743,L3,Unhealthy
India,Thana Bhawan,171,5,Good,38,Good,12,Good,171,L3,438.6279074,6.896652403,L3,Unhealthy
United States of America,Smyrna,70,1,Good,,Good,5,Good,70,L1,189.104611,-1.192373144,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Pontypridd,58,1,Good,21,Good,4,Good,58,L1,158.8444244,-0.783472472,L1,Moderate
India,Silchar,56,3,Good,,Good,1,Good,56,L1,105.7759975,5.709007917,L1,Moderate
Romania,Tulcea,40,1,Good,40,Good,1003.063334,Good,32,L0,106.0666966,-1.717786011,L0,Good
Thailand,Hat Yai,61,1,Good,23,Good,0,Good,61,L1,160.1044226,-0.65411334,L1,Moderate
France,Dijon,142,1,Good,31,Good,2,Good,142,L2,350.8806005,9.353802396,L2,Unhealthy for Sensitive Groups
India,Elumalai,121,3,,8,Good,8,Good,121,L2,293.5801671,6.488190989,L2,Unhealthy for Sensitive Groups
Philippines,Del Pilar,144,2,Good,26,Good,7,Good,144,L2,363.6998603,-4.486886924,L2,Unhealthy for Sensitive Groups
Portugal,Sacavem,33,0,Good,33,Good,3,Good,33,L0,101.856771,-7.651007928,L0,Good
Belgium,Sint Genesius Rode,54,1,Good,,Good,2,Good,54,L1,139.8445285,-5.691106758,L1,Moderate
Netherlands,Zelhem,30,0,Good,30,Good,1,Good,26,L0,74.56978054,6.164592016,L0,Good
Lithuania,Kelme,31,1,Good,29,Good,1,Good,31,L0,60.72763931,12.81022454,L0,Good
Croatia,Koprivnica,47,1,,33,Good,1,Good,47,L0,119.3742257,-1.335572988,L0,Good
Equatorial Guinea,Ebebiyin,44,1,Good,23,Good,0,Good,44,L0,130.5375189,9.090872098,L0,Good
Brazil,Vargem Grande,41,0,Good,17,Good,0,Good,41,L0,109.9365722,3.060658686,L0,Good
Kazakhstan,Beyneu,57,1,Good,40,Good,0,Good,57,L1,122.6383343,-0.725943029,L1,Moderate
Peru,Jauja,29,1,Good,5,Good,3,Good,29,L0,102.7701042,-3.898100631,L0,Good
Russian Federation,Ust Abakan,58,1,Good,43,Good,0,Good,58,L1,147.9739423,-1.798804542,L1,Moderate
United Republic of Tanzania,Tumbi,20,0,Good,20,Good,0,Good,17,L0,62.57734114,-7.220063108,L0,Good
Spain,Torrelavega,33,0,Good,33,Good,0,Good,21,L0,90.45224758,-5.35621848,L0,Good
Brazil,Patrocinio,38,1,Good,3,Good,3,Good,38,L0,106.0193624,8.083217373,L0,Good
Hungary,Kaposvar,66,1,Good,66,Moderate,0,Good,54,L1,166.779386,4.044989839,L1,Moderate
United States of America,Panama City,54,1,Good,21,Good,4,Good,54,L1,127.306695,1.512229093,L1,Moderate
Russian Federation,Agidel,41,1,Good,41,Good,0,Good,18,L0,89.19367103,7.057240254,L0,Good
Brazil,Erechim,27,0,Good,11,Good,2,Good,27,L0,59.72395176,-6.414198023,L0,Good
Germany,Prenzlau,36,0,,36,Good,1003.063334,Good,29,L0,100.2692853,-6.658092609,L0,Good
Spain,Arona,21,0,Good,21,Good,1,Good,9,L0,58.42935653,3.433286343,L0,Good
India,Nanded,142,1,Good,38,Good,0,Good,142,L2,364.535343,8.976382831,L2,Unhealthy for Sensitive Groups
Philippines,Pio,70,1,Good,23,Good,1,Good,70,L1,173.4747171,-0.280045826,L1,Moderate
India,Bhalki,78,0,Good,28,Good,0,Good,78,L1,190.9034797,-1.073830309,L1,Moderate
South Africa,Virginia,160,4,,12,Good,12,Good,160,L3,397.2413569,11.55005516,L3,Unhealthy
China,Dalian,97,4,Good,97,Moderate,5,Good,79,L1,236.1702191,7.672405126,L1,Moderate
Japan,Toride,51,1,Good,47,Good,4,Good,51,L1,128.7261348,5.405105813,L1,Moderate
Mexico,Paracho,57,1,Good,11,Good,4,Good,57,L1,149.2823974,5.428323605,L1,Moderate
Thailand,Sawankhalok,73,0,Good,23,Good,0,Good,73,L1,183.1014674,-5.624138158,L1,Moderate
Netherlands,Rhenen,37,1,Good,24,Good,6,Good,37,L0,102.1004232,-2.506041278,L0,Good
India,Jagdispur,167,4,Good,71,Moderate,5,Good,167,L3,411.9344236,2.971655653,L3,Unhealthy
Suriname,Nieuw Nickerie,65,1,Good,20,Good,1003.063334,Good,65,L1,165.6703296,7.7262432,L1,Moderate
Brazil,Congonhas,65,2,Good,3,Good,7,Good,65,L1,158.2593719,2.449026779,L1,Moderate
Peru,Sicuani,12,0,Good,9,Good,1,Good,12,L0,30.7081771,-3.98401578,L0,Good
Sierra Leone,Lunsar,71,1,Good,22,Good,0,Good,71,L1,187.0963732,-3.61019786,L1,Moderate
India,Palani,47,0,Good,24,Good,0,Good,47,L0,113.4149749,1.655718542,L0,Good
Haiti,Les Cayes,102,1,Good,31,Good,0,Good,102,L2,264.4024803,7.523977206,L2,Unhealthy for Sensitive Groups
Canada,Strathmore,37,1,Good,15,Good,5,Good,37,L0,92.65371435,6.881855344,L0,Good
Mexico,Arcelia,52,1,Good,11,Good,3,Good,52,L1,121.6165817,-6.708881902,L1,Moderate
Brazil,Paraipaba,42,0,Good,21,Good,1,Good,42,L0,105.3559574,1.106309402,L0,Good
Germany,Griesheim,63,1,,63,Moderate,0,Good,60,L1,172.7162476,-0.366588789,L1,Moderate
Thailand,Chaiyaphum,48,0,Good,28,Good,0,Good,48,L0,114.0096078,4.592983672,L0,Good
Italy,Pedara,55,1,Good,43,Good,1,Good,55,L1,139.8439544,6.004424007,L1,Moderate
Brazil,Ituverava,36,1,Good,10,Good,1,Good,36,L0,96.06435416,6.67720413,L0,Good
France,Ronchin,47,1,Good,25,Good,5,Good,47,L0,128.292915,8.769935785,L0,Good
Australia,Taree,32,0,Good,22,Good,0,Good,32,L0,73.3260302,4.67111653,L0,Good
United States of America,Wyoming,74,2,Good,15,Good,17,Good,74,L1,203.3999989,3.579920229,L1,Moderate
Pakistan,Kambar,173,1,Good,61,Moderate,2,Good,173,L3,430.7709467,11.56964082,L3,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Brighton,28,1,Good,28,Good,4,Good,22,L0,73.37296298,4.716195479,L0,Good
India,Moram,160,2,Good,33,Good,3,Good,160,L3,395.9940965,1.012235408,L3,Unhealthy
,Trapani,58,1,Good,,Good,0,Good,58,L1,149.166678,4.771949193,L1,Moderate
Brazil,Humaita,28,1,Good,,Good,0,Good,28,L0,86.64411741,2.80150459,L0,Good
United States of America,Ashwaubenon,30,1,Good,30,Good,3,Good,29,L0,69.00955248,1.376620175,L0,Good
United States of America,Bayonne,107,3,Good,16,Good,26,Good,107,L2,275.8795753,15.16274533,L2,Unhealthy for Sensitive Groups
Japan,Hasama,39,1,Good,39,Good,0,Good,14,L0,100.2152746,6.580078571,L0,Good
India,Mahwa,219,1,Good,61,Moderate,0,Good,219,L4,554.4613146,6.342235519,L4,Very Unhealthy
United States of America,West New York,73,2,Good,19,Good,19,Good,73,L1,181.8465005,8.518409999,L1,Moderate
France,Balma,33,1,Good,29,Good,3,Good,33,L0,78.52746994,6.277948551,L0,Good
China,Tahe,29,1,Good,29,Good,0,Good,14,L0,62.52742355,8.208318242,L0,Good
Mexico,Tuxpan,32,1,Good,6,Good,4,Good,32,L0,95.82112313,8.809344038,L0,Good
Turkey,Can,46,1,Good,46,Good,0,Good,23,L0,133.1347316,2.910944457,L0,Good
Germany,Roding,53,1,Good,47,Good,1,Good,53,L1,145.2477339,1.100818345,L1,Moderate
Philippines,Mambajao,112,1,,23,Good,0,Good,112,L2,276.8065841,5.718629099,L2,Unhealthy for Sensitive Groups
Romania,Tomesti,67,1,Good,46,Good,0,Good,67,L1,170.5665905,9.381807259,L1,Moderate
India,Sagar,57,0,Good,22,Good,0,Good,57,L1,144.7141528,-5.830605418,L1,Moderate
Japan,Kuji,44,1,Good,,Good,0,Good,35,L0,113.2535205,6.854916745,L0,Good
Germany,Auerbach,29,1,Good,28,Good,2,Good,29,L0,74.08695485,1.718137413,L0,Good
United States of America,Millington,77,1,Good,43,Good,3,Good,77,L1,185.1745969,-1.349723619,L1,Moderate
Russian Federation,Gorno Altaysk,24,1,Good,15,Good,1,Good,24,L0,48.86631764,7.6475899,L0,Good
Poland,Klobuck,80,1,Good,38,Good,1,Good,80,L1,191.0191796,8.547793774,L1,Moderate
India,Phulpur,226,1,Good,48,Good,1,Good,226,L4,564.4635069,6.270881447,L4,Very Unhealthy
Japan,Numata,38,1,Good,38,Good,1,Good,28,L0,96.12419109,4.095729712,L0,Good
Iran (Islamic Republic of),Marivan,84,1,Good,48,Good,0,Good,84,L1,202.6257336,4.620879114,L1,Moderate
France,Plaisance Du Touch,43,1,Good,33,Good,2,Good,43,L0,120.3829166,4.416653788,L0,Good
United Republic of Tanzania,Bungu,26,0,Good,16,Good,0,Good,26,L0,75.1390785,-9.696836599,L0,Good
Canada,Saint John,39,1,,26,Good,3,Good,39,L0,93.70356324,1.321002343,L0,Good
Italy,Guardiagrele,52,2,Good,38,Good,7,Good,52,L1,123.0379338,12.39568842,L1,Moderate
United States of America,South Saint Paul,52,1,Good,,Good,1,Good,52,L1,128.3335481,6.324274506,L1,Moderate
Belarus,Braslav,34,1,Good,34,Good,0,Good,19,L0,89.75804394,-1.397154815,L0,Good
Panama,Cativa,69,1,Good,22,Good,1003.063334,Good,69,L1,148.0309578,6.94749112,L1,Moderate
Germany,Laatzen,35,0,Good,35,Good,1,Good,28,L0,95.79633533,-3.669258685,L0,Good
Poland,Debica,64,1,Good,21,Good,4,Good,64,L1,169.7950755,3.161624778,L1,Moderate
India,Lunavada,164,1,Good,35,Good,0,Good,164,L3,423.3033582,3.13010763,L3,Unhealthy
United States of America,Edwardsville,56,1,Good,40,Good,4,Good,56,L1,132.3474159,12.36451325,L1,Moderate
Hungary,Dunakeszi,63,1,Good,63,Moderate,0,Good,57,L1,151.6307618,-3.276289625,L1,Moderate
Brazil,Conselheiro Lafaiete,70,2,Good,0,Good,8,Good,70,L1,189.8317848,3.086168394,L1,Moderate
Italy,Asola,106,2,Good,,Good,9,Good,106,L2,270.5993263,3.969698388,L2,Unhealthy for Sensitive Groups
Romania,Satu Mare,71,1,Good,38,Good,0,Good,71,L1,188.4134924,-3.101741605,L1,Moderate
Brazil,Barbalha,32,0,Good,12,Good,2,Good,32,L0,93.33130328,4.23103638,L0,Good
Ukraine,Zvenyhorodka,54,1,,42,Good,0,Good,54,L1,134.4944807,5.577012683,L1,Moderate
India,Kottayam,79,1,Good,,Good,1,Good,79,L1,188.5294498,-6.605465656,L1,Moderate
Brazil,Esperanca,24,0,Good,24,Good,0,Good,19,L0,62.43659322,-1.181401749,L0,Good
Iran (Islamic Republic of),Borujerd,67,1,,49,Good,0,Good,67,L1,150.3022205,-4.836297455,L1,Moderate
Turkey,Yalvac,43,1,Good,43,Good,0,Good,37,L0,108.8827616,3.550380266,L0,Good
United States of America,Allentown,55,1,Good,27,Good,9,Good,55,L1,145.7403644,-3.662979971,L1,Moderate
Germany,Passau,28,1,Good,,Good,1,Good,28,L0,84.022714,14.39508364,L0,Good
India,Dhulagari,197,3,,94,Moderate,4,Good,197,L3,492.5877559,2.881512284,L3,Unhealthy
Niger,Illela,32,1,Good,23,Good,1,Good,32,L0,93.07739556,5.422067354,L0,Good
Brazil,Caninde,27,0,Good,21,Good,0,Good,27,L0,67.14671814,-4.045556445,L0,Good
Brazil,Caxias,49,1,Good,7,Good,1,Good,49,L0,139.2545401,3.546662009,L0,Good
India,Titagarh,183,4,Good,106,Unhealthy for Sensitive Groups,4,Good,183,L3,471.4780528,5.608920844,L3,Unhealthy
India,Jagraon,175,4,,114,Unhealthy for Sensitive Groups,9,Good,175,L3,445.250023,5.655876179,L3,Unhealthy
Netherlands,Wijchen,38,1,Good,21,Good,1003.063334,Good,38,L0,81.58434384,3.315110964,L0,Good
Italy,Sarno,54,1,Good,47,Good,3,Good,54,L1,136.3449406,-3.448742254,L1,Moderate
United States of America,Irving,68,1,Good,,Good,6,Good,68,L1,172.8688625,-2.135992763,L1,Moderate
Ukraine,Kryvyy Rih,52,1,Good,36,Good,1,Good,52,L1,131.2855913,6.73762645,L1,Moderate
India,Babai,163,1,,43,Good,0,Good,163,L3,403.8123246,14.83964609,L3,Unhealthy
Australia,Bundaberg,32,0,,32,Good,0,Good,10,L0,60.61182842,2.904418123,L0,Good
China,Zhifang,179,10,Good,6,Good,40,Good,179,L3,440.1780153,23.13376717,L3,Unhealthy
Thailand,Soeng Sang,47,0,Good,28,Good,0,Good,47,L0,125.9616582,-4.963161723,L0,Good
Pakistan,Shahpur Chakar,166,1,Good,43,Good,0,Good,166,L3,415.7475165,4.83530292,L3,Unhealthy
Russian Federation,Kyakhta,37,1,Good,34,Good,0,Good,37,L0,101.9947391,4.116894344,L0,Good
Bolivia (Plurinational State of),Portachuelo,67,1,Good,15,Good,0,Good,67,L1,162.6295382,-0.10233994,L1,Moderate
France,Le Robert,106,0,Good,24,Good,0,Good,106,L2,281.373811,4.367867687,L2,Unhealthy for Sensitive Groups
Turkey,Dinar,44,1,Good,,Good,1003.063334,Good,44,L0,134.0941664,1.239852429,L0,Good
Brazil,Gameleira,38,0,,16,Good,3,Good,38,L0,102.531837,-2.076548627,L0,Good
Mexico,Cancun,29,0,Good,29,Good,0,Good,16,L0,101.76178,5.709598699,L0,Good
Malaysia,Bandar Penggaram,76,1,Good,,Good,0,Good,76,L1,196.1351735,11.51975302,L1,Moderate
Colombia,Puerto Berrio,38,2,Good,15,Good,1,Good,38,L0,102.9214884,3.104482546,L0,Good
India,Navadwip,157,4,Good,141,Unhealthy for Sensitive Groups,1003.063334,Good,157,L3,409.229677,14.08905771,L3,Unhealthy
South Africa,Bronkhorstspruit,156,5,Good,15,Good,15,Good,156,L3,378.943666,12.81989993,L3,Unhealthy
Venezuela (Bolivarian Republic of),Upata,42,0,,15,Good,1003.063334,Good,42,L0,103.2945684,3.224100454,L0,Good
China,Hanzhong,112,2,Good,112,Unhealthy for Sensitive Groups,0,Good,76,L1,270.8730885,1.617655301,L1,Unhealthy for Sensitive Groups
Indonesia,Plumbon,54,1,Good,39,Good,0,Good,54,L1,139.650585,10.40403267,L1,Moderate
Denmark,Fredericia,36,0,Good,31,Good,0,Good,36,L0,91.16247019,5.807570171,L0,Good
United States of America,Black Forest,70,1,Good,19,Good,6,Good,70,L1,193.7846963,5.707562255,L1,Moderate
Russian Federation,Semiluki,32,1,Good,28,Good,2,Good,32,L0,75.03471583,-5.160444969,L0,Good
,Dragor,41,1,,41,Good,0,Good,19,L0,116.0690527,3.56497725,L0,Good
France,Koungou,30,0,Good,,Good,0,Good,14,L0,74.49412933,4.168580849,L0,Good
Russian Federation,Rasskazovo,48,1,Good,,Good,1,Good,48,L0,120.3825496,10.16058095,L0,Good
Ecuador,Latacunga,21,0,Good,7,Good,0,Good,21,L0,46.79491865,-8.104259954,L0,Good
Turkey,Izmit,55,1,Good,38,Good,0,Good,55,L1,138.9858576,10.49698061,L1,Moderate
Russian Federation,Kushnarenkovo,28,1,Good,28,Good,1,Good,26,L0,52.26827797,8.6941333,L0,Good
United States of America,Martha Lake,90,2,Good,22,Good,1003.063334,Good,90,L1,220.8871994,7.494637828,L1,Moderate
Russian Federation,Krasnoyarsk 45,41,1,Good,28,Good,0,Good,41,L0,98.71526199,-2.102175099,L0,Good
,Golcuk,62,1,Good,61,Moderate,0,Good,62,L1,154.3016707,1.334737518,L1,Moderate
China,Yishui,155,2,Good,155,Unhealthy,1,Good,83,L1,370.4875653,-4.794025065,L1,Unhealthy
Netherlands,Sliedrecht,39,1,Good,31,Good,5,Good,39,L0,106.4900476,5.277163956,L0,Good
Democratic Republic of the Congo,Binga,70,2,Good,15,Good,1003.063334,Good,70,L1,181.825878,5.062868734,L1,Moderate
Togo,Badou,59,1,Good,18,Good,0,Good,59,L1,138.8375337,0.204252389,L1,Moderate
United States of America,Torrington,60,1,Good,23,Good,12,Good,60,L1,148.7294915,5.09452797,L1,Moderate
United States of America,Woonsocket,42,1,Good,27,Good,8,Good,42,L0,113.361229,1.995810877,L0,Good
Brazil,Cruzilia,43,1,Good,9,Good,3,Good,43,L0,121.3762296,1.490224756,L0,Good
Brazil,Valenca,15,0,Good,15,Good,0,Good,15,L0,44.93953198,7.815116515,L0,Good
Belgium,Ninove,66,1,Good,30,Good,6,Good,66,L1,170.6307768,7.637213912,L1,Moderate
India,Madhyamgram,205,4,Good,96,Moderate,4,Good,205,L4,511.7397483,2.595988191,L4,Very Unhealthy
Czechia,Litvinov,44,1,,20,Good,6,Good,44,L0,120.3797597,-0.320891399,L0,Good
Portugal,Ponte De Sor,27,0,Good,27,Good,1,Good,21,L0,71.87351778,-0.644527872,L0,Good
China,Zhaotong,156,6,Good,1,Good,18,Good,156,L3,401.5438813,14.56489287,L3,Unhealthy
Japan,Murakami,42,1,Good,42,Good,0,Good,29,L0,111.2486761,2.743415335,L0,Good
China,Sanchung,61,1,,36,Good,3,Good,61,L1,151.7277904,5.513749872,L1,Moderate
Germany,Schluchtern,66,1,Good,38,Good,4,Good,66,L1,158.7140933,3.626389361,L1,Moderate
Ukraine,Dzhankoy,45,1,Good,45,Good,0,Good,42,L0,120.4658384,0.696593589,L0,Good
Honduras,Marcala,60,2,Good,4,Good,7,Good,60,L1,159.9868991,8.099308052,L1,Moderate
Turkey,Samsun,36,1,Good,36,Good,0,Good,30,L0,74.325579,3.656479641,L0,Good
Madagascar,Maroantsetra,22,0,Good,22,Good,0,Good,7,L0,61.09408472,7.696452588,L0,Good
China,Yatou,47,2,Good,47,Good,2,Good,44,L0,128.3902308,5.042678382,L0,Good
Mexico,Matamoros,74,1,Good,29,Good,1,Good,74,L1,201.6021077,0.166989229,L1,Moderate
United States of America,Patchogue,74,3,Good,20,Good,26,Good,74,L1,190.4059169,9.831766029,L1,Moderate
Mozambique,Mocambique,24,0,Good,24,Good,0,Good,21,L0,57.01793924,-2.77029671,L0,Good
Japan,Ota,28,1,Good,24,Good,3,Good,28,L0,65.31655545,-0.330849772,L0,Good
Brazil,Braco Do Norte,68,1,Good,21,Good,2,Good,68,L1,156.1956446,7.507075473,L1,Moderate
Germany,Schwarzenbek,33,0,Good,33,Good,1,Good,13,L0,79.60661494,3.465250944,L0,Good
Bolivia (Plurinational State of),Tupiza,14,0,Good,14,Good,0,Good,10,L0,26.92357419,9.263206383,L0,Good
United States of America,Oak Grove,70,2,Good,24,Good,6,Good,70,L1,178.6672128,11.63367598,L1,Moderate
Russian Federation,Kovylkino,32,1,Good,32,Good,0,Good,23,L0,68.14507607,-7.092920977,L0,Good
United States of America,Chapel Hill,60,2,Good,34,Good,7,Good,60,L1,159.5350871,16.61107572,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,London,40,1,,11,Good,11,Good,40,L0,95.47138959,5.593101034,L0,Good
United States of America,Coatesville,52,1,Good,29,Good,7,Good,52,L1,140.9945069,-3.200296316,L1,Moderate
China,Taichung,202,4,Good,202,Very Unhealthy,10,Good,157,L3,510.3003148,10.99950279,L3,Very Unhealthy
Australia,Hobart,48,0,Good,24,Good,1,Good,48,L0,118.3735661,5.971660686,L0,Good
Kazakhstan,Boralday,79,2,Good,15,Good,11,Good,79,L1,199.3332045,6.531599679,L1,Moderate
India,Barauli,114,3,Good,67,Moderate,2,Good,114,L2,271.0516563,11.40862501,L2,Unhealthy for Sensitive Groups
Russian Federation,Ertil,48,1,Good,38,Good,0,Good,48,L0,138.3080392,5.243705933,L0,Good
Iran (Islamic Republic of),Golpayegan,75,1,Good,42,Good,0,Good,75,L1,190.7645558,-13.03902866,L1,Moderate
India,Faridnagar,500,1,Good,45,Good,2,Good,496,L5,1259.480783,-5.429872274,L5,Hazardous
Madagascar,Fianarantsoa,47,1,Good,17,Good,0,Good,47,L0,117.6823403,3.482083025,L0,Good
United States of America,Annapolis,61,1,Good,41,Good,5,Good,61,L1,153.56799,3.44609725,L1,Moderate
Iraq,Balad,118,1,Good,85,Moderate,2,Good,118,L2,293.9212474,-2.313666271,L2,Unhealthy for Sensitive Groups
Japan,Sagae,37,1,Good,37,Good,1,Good,21,L0,117.6809673,5.962258824,L0,Good
Brazil,Guara,45,1,Good,4,Good,2,Good,45,L0,130.104294,7.316008557,L0,Good
Pakistan,Dokri,170,1,Good,49,Good,1,Good,170,L3,442.6302807,-3.735566731,L3,Unhealthy
Brazil,Machado,34,1,Good,5,Good,2,Good,34,L0,87.59601524,5.78822487,L0,Good
Brazil,Tupi Paulista,51,1,Good,28,Good,0,Good,51,L1,108.2360793,1.708932439,L1,Moderate
United States of America,Bridgeview,58,1,Good,35,Good,4,Good,58,L1,130.9376338,-1.438995218,L1,Moderate
Russian Federation,Kurgan,35,1,Good,33,Good,0,Good,35,L0,92.82426604,1.559250904,L0,Good
Peru,Huanta,19,1,Good,2,Good,2,Good,19,L0,47.94532944,8.565039787,L0,Good
India,Farakka,198,2,Good,128,Unhealthy for Sensitive Groups,1,Good,198,L3,491.5406636,-1.205948727,L3,Unhealthy
United States of America,Ormond Beach,63,1,Good,23,Good,7,Good,63,L1,152.6751261,-1.936259956,L1,Moderate
India,Kamarhati,172,5,Good,103,Unhealthy for Sensitive Groups,6,Good,172,L3,440.6976036,11.12933255,L3,Unhealthy
Yemen,Ibb,156,1,,46,Good,0,Good,156,L3,389.0895428,10.42064701,L3,Unhealthy
India,Udagamandalam,55,0,Good,23,Good,0,Good,55,L1,144.1263447,3.184094304,L1,Moderate
Sierra Leone,Rokupr,21,1,Good,20,Good,0,Good,21,L0,40.77106099,5.494235482,L0,Good
Poland,Wolow,39,1,Good,27,Good,1,Good,39,L0,104.1805981,3.878478066,L0,Good
United States of America,Edgewater,59,1,Good,27,Good,7,Good,59,L1,152.7634129,2.336233296,L1,Moderate
Mexico,Chilpancingo,72,2,,4,Good,5,Good,72,L1,197.776649,-0.28510194,L1,Moderate
United States of America,Terrell,60,1,Good,,Good,4,Good,60,L1,153.3720709,2.617135307,L1,Moderate
Germany,Rheinfelden,52,1,Good,31,Good,3,Good,52,L1,137.7784281,12.23969745,L1,Moderate
Netherlands,Groesbeek,38,0,Good,32,Good,2,Good,38,L0,98.95227988,-4.937357729,L0,Good
United States of America,Hazel Crest,58,1,Good,37,Good,4,Good,58,L1,155.6285448,-0.934926397,L1,Moderate
United States of America,Kapaa,27,0,Good,27,Good,0,Good,18,L0,74.72377749,0.399110391,L0,Good
France,Pontarlier,56,1,Good,35,Good,0,Good,56,L1,142.0830625,6.109990119,L1,Moderate
United Kingdom of Great Britain and Northern Ireland,Wishaw,59,0,Good,31,Good,0,Good,59,L1,153.9425352,-3.381819833,L1,Moderate
Morocco,Rabat,83,3,Good,23,Good,15,Good,83,L1,206.5812393,8.811658324,L1,Moderate
Benin,Abomey,80,1,Good,21,Good,1,Good,80,L1,200.2446555,1.299222623,L1,Moderate
Greece,Menemeni,39,1,Good,39,Good,1003.063334,Good,18,L0,104.0805349,0.381538302,L0,Good
Brazil,Batatais,48,1,Good,22,Good,1003.063334,Good,48,L0,112.7967931,3.59930497,L0,Good
Germany,Poing,68,1,Good,39,Good,3,Good,68,L1,180.2514466,-2.21737529,L1,Moderate
Indonesia,Tegal,149,4,Good,,Good,9,Good,149,L2,362.0719678,11.17127846,L2,Unhealthy for Sensitive Groups
Democratic Republic of the Congo,Gbadolite,39,2,Good,10,Good,0,Good,39,L0,95.44988144,4.669871684,L0,Good
Brazil,Osvaldo Cruz,41,1,Good,13,Good,1,Good,41,L0,99.63918801,-0.989696093,L0,Good
Italy,Sarezzo,79,2,,22,Good,5,Good,79,L1,215.0928371,-0.423942104,L1,Moderate
Italy,Palestrina,43,1,Good,43,Good,1003.063334,Good,30,L0,117.1259129,6.410227681,L0,Good
India,Bakhtiyarpur,158,4,Good,46,Good,7,Good,158,L3,388.382487,7.947964815,L3,Unhealthy
