,Country,City,AQI_Value,AQI_Category,CO_Value,CO_Category,Ozone_Value,Ozone_Category,NO2_Value,NO2_Category,PM25_Value,PM25_Category,VOCs,SO2,Emissions
22877,Brazil,Lavras Da Mangabeira,37,Good,0,Good,,Good,2,Good,37,L0,91.62548725,-10.90869589,L0
22878,Cameroon,Idenao,80,Moderate,2,Good,26,Good,0,Good,80,L1,194.4193828,-2.339110708,L1
22879,Philippines,Iligan,56,Moderate,1,Good,22,Good,0,Good,56,L1,139.5606023,2.082391149,L1
22880,Greece,Katerini,41,Good,1,Good,39,Good,1,Good,41,L0,127.0365675,5.757340591,L0
22881,Russian Federation,Mariinsk,31,Good,1,Good,31,Good,0,Good,29,L0,85.31695914,-9.555893415,L0
22882,Ukraine,Mena,52,Moderate,1,Good,,Good,0,Good,52,L1,156.2644183,3.741948941,L1
22883,Brazil,Mirandopolis,54,Moderate,1,Good,14,Good,1003.063334,Good,54,L1,138.7980166,2.02711099,L1
22884,Japan,Miyoshi,44,Good,1,Good,44,Good,0,Good,35,L0,112.4118633,4.484810553,L0
22885,Brazil,Monte Azul Paulista,38,Good,1,Good,11,Good,1,Good,38,L0,99.25943463,-5.737909989,L0
22886,Japan,Hanno,42,Good,1,Good,42,Good,1003.063334,Good,29,L0,109.0782592,16.87633329,L0
22887,India,Amethi,167,Unhealthy,4,Good,167,Unhealthy,1,Good,160,L3,414.7634909,9.362535134,L3
22888,Brazil,Aparecida Do Taboado,28,Good,0,,,Good,0,Good,28,L0,63.51151732,-4.085893777,L0
22889,India,Barka Kana,153,Unhealthy,3,Good,103,Unhealthy for Sensitive Groups,1,Good,153,L3,392.5133663,8.047206454,L3
22890,Brazil,Assare,18,Good,0,Good,13,Good,1,Good,18,L0,60.54900718,9.474200632,L0
22891,Germany,Dorfen,64,Moderate,1,Good,38,Good,2,Good,64,L1,189.449813,-2.633246969,L1
22892,France,Maromme,31,Good,0,Good,31,Good,1,Good,27,L0,78.16287093,-5.474013133,L0
22893,India,Narasingapuram,81,Moderate,0,Good,30,Good,0,Good,81,L1,203.9734451,1.409800635,L1
22894,United Republic of Tanzania,Njombe,24,Good,0,,14,Good,0,Good,24,L0,57.28770706,1.836485952,L0
22895,Bangladesh,Laksham,162,Unhealthy,2,Good,36,Good,3,Good,162,L3,421.2572743,9.147024086,L3
22896,Sweden,Ludvika,31,Good,1,Good,31,Good,0,Good,12,L0,90.64987455,11.17646425,L0
22897,India,Manawar,152,Unhealthy,0,Good,31,Good,0,Good,152,L3,376.2306542,5.90000416,L3
22898,Japan,Suzaka,40,Good,1,,40,Good,0,Good,20,L0,95.97801913,-3.138434248,L0
22899,Viet Nam,Tan An,97,Moderate,2,Good,48,Good,1,Good,97,L1,257.0251476,0.244790823,L1
22900,Hungary,Tata,66,Moderate,1,Good,34,Good,3,Good,66,L1,173.8319615,-0.191503248,L1
22901,Brazil,Bom Jesus Dos Perdoes,87,Moderate,2,Good,7,Good,10,Good,87,L1,230.0838871,9.488377357,L1
22902,Uganda,Busia,86,Moderate,5,Good,37,Good,2,Good,86,L1,211.1723152,14.0335305,L1
22903,Czechia,Cheb,31,Good,0,Good,31,Good,1,Good,24,L0,63.72275136,8.307684921,L0
22904,Bolivia (Plurinational State of),Caranavi,17,Good,1,Good,3,Good,0,Good,17,L0,38.75034983,6.590567701,L0
22905,India,Nalgonda,142,Unhealthy for Sensitive Groups,1,Good,38,Good,0,Good,142,L2,366.8776673,0.662644248,L2
22906,United Kingdom of Great Britain and Northern Ireland,Bebington,46,Good,1,Good,27,Good,4,Good,46,L0,141.1105798,2.815996613,L0
22907,Peru,Chincha Alta,30,Good,1,Good,14,Good,1,Good,30,L0,75.7053601,-3.507108733,L0
22908,Romania,Ciurea,37,Good,1,Good,37,Good,1,Good,30,L0,120.2585588,6.940721102,L0
22909,Brazil,Condado,38,Good,0,,17,Good,2,Good,38,L0,108.2981977,-1.13029923,L0
22910,Guatemala,Cuyotenango,105,Unhealthy for Sensitive Groups,4,Good,6,Good,14,Good,105,L2,253.569677,15.32149142,L2
22911,Poland,Brzeg,81,Moderate,1,Good,42,Good,1,Good,81,L1,209.6403384,6.801484901,L1
22912,United States of America,Mason City,39,Good,1,Good,39,Good,2,Good,38,L0,111.1397428,13.48999763,L0
22913,United States of America,Medway,73,Moderate,2,Good,15,Good,19,Good,73,L1,163.245171,7.69897955,L1
22914,United States of America,Lynbrook,116,Unhealthy for Sensitive Groups,4,Good,14,Good,34,Good,116,L2,301.4445116,11.20536625,L2
22915,Chad,Abeche,108,Unhealthy for Sensitive Groups,1,,43,Good,0,Good,108,L2,286.7272118,2.887408533,L2
22916,Central African Republic,Alindao,60,Moderate,1,Good,,Good,0,Good,60,L1,158.9886812,1.877120988,L1
22917,Italy,Amantea,53,Moderate,1,Good,48,Good,0,Good,53,L1,136.8827879,2.506740794,L1
22918,India,Ambarnath,181,Unhealthy,7,Good,8,Good,17,Good,181,L3,455.7707342,19.59574012,L3
22919,Madagascar,Amboasary,25,Good,0,Good,24,Good,0,Good,25,L0,65.18677672,-4.743052331,L0
22920,Russian Federation,Yasnogorsk,39,Good,1,Good,39,Good,0,Good,22,L0,90.74020196,4.116636013,L0
22921,China,Yunyang,156,Unhealthy,5,,,Moderate,16,Good,156,L3,388.1247617,2.668343135,L3
22922,India,Dhari,149,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,149,L2,373.3340595,3.864875744,L2
22923,Brazil,Diamantino,75,Moderate,3,Good,,Good,1,Good,75,L1,193.6349435,5.107351921,L1
22924,India,Telhara,155,Unhealthy,2,Good,,Good,3,Good,155,L3,386.9318524,8.118109828,L3
22925,Iraq,Tikrit,84,Moderate,1,Good,71,Moderate,0,Good,84,L1,206.3087076,0.087509252,L1
22926,India,Tirumala,97,Moderate,2,,33,Good,3,Good,97,L1,255.0977086,4.315107883,L1
22927,Mexico,Tlaquepaque,54,Moderate,1,Good,30,Good,0,Good,54,L1,143.7061397,6.961780574,L1
22928,India,Uniara,177,Unhealthy,2,Good,22,Good,7,Good,177,L3,442.1077046,6.22940639,L3
22929,Brazil,Viradouro,55,Moderate,1,Good,23,Good,0,Good,55,L1,147.5627847,11.51396668,L1
22930,Romania,Vladimirescu,48,Good,1,Good,,Good,0,Good,46,L0,120.4684211,1.392269345,L0
22931,Russian Federation,Vyselki,44,Good,1,Good,44,Good,1,Good,30,L0,115.6306503,0.960061555,L0
22932,Germany,Wadgassen,66,Moderate,1,Good,54,Moderate,0,Good,66,L1,179.7504405,9.983959051,L1
22933,Kenya,Wajir,20,Good,0,Good,19,Good,0,Good,20,L0,48.96258907,0.164067335,L0
22934,India,Jevargi,97,Moderate,1,Good,38,Good,0,Good,97,L1,235.7758839,1.733908649,L1
22935,Sweden,Uppsala,29,Good,1,,29,Good,0,Good,9,L0,76.04865417,5.715507532,L0
22936,France,Vesoul,53,Moderate,1,Good,29,Good,2,Good,53,L1,123.8653498,2.980730699,L1
22937,Russian Federation,Vuktyl,45,Good,1,Good,31,Good,0,Good,45,L0,114.7255149,2.242273369,L0
22938,Sudan,Wagar,81,Moderate,1,,,Good,0,Good,81,L1,204.6936252,0.335021337,L1
22939,United States of America,West Mifflin,89,Moderate,3,Good,11,Good,28,Good,89,L1,202.8631588,14.21162475,L1
22940,India,Guru Har Sahai,171,Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,1,Good,171,L3,437.8063516,4.846783019,L3
22941,Brazil,Guaiuba,34,Good,0,Good,21,Good,1,Good,34,L0,88.17310233,-0.810741947,L0
22942,United States of America,Hutchinson,47,Good,1,Good,38,Good,2,Good,47,L0,134.3189645,2.315582071,L0
22943,United States of America,Kalamazoo,68,Moderate,2,Good,,Good,12,Good,68,L1,177.1553198,7.374607494,L1
22944,Pakistan,Daro,165,Unhealthy,1,Good,,Good,0,Good,165,L3,424.8560857,11.1064201,L3
22945,United Kingdom of Great Britain and Northern Ireland,Failsworth,30,Good,1,Good,,Good,5,Good,30,L0,91.90038753,2.954404272,L0
22946,Venezuela (Bolivarian Republic of),Tinaquillo,151,Unhealthy,3,Good,1,Good,10,Good,151,L3,381.1828292,3.086028533,L3
22947,Georgia,Tkvarcheli,36,Good,1,Good,36,Good,0,Good,11,L0,94.99176811,13.39434627,L0
22948,Switzerland,Affoltern,111,Unhealthy for Sensitive Groups,1,Good,26,Good,3,Good,111,L2,266.7645678,4.477754822,L2
22949,United States of America,Citrus Heights,67,Moderate,2,Good,9,Good,22,Good,67,L1,184.8953775,5.070363067,L1
22950,Zimbabwe,Bulawayo,65,Moderate,1,Good,17,Good,1,Good,65,L1,166.043026,4.15917299,L1
22951,Czechia,Vyskov,69,Moderate,1,Good,39,Good,1003.063334,Good,69,L1,167.4426945,-2.427299922,L1
22952,China,Zouxian,187,Unhealthy,4,Good,187,Unhealthy,5,Good,137,L2,479.8972249,8.972971669,L2
22953,Russian Federation,Suoyarvi,32,Good,1,Good,32,Good,0,Good,14,L0,63.20218808,7.598039838,L0
22954,Italy,Surbo,70,Moderate,1,Good,61,Moderate,1,Good,70,L1,175.7072578,9.900601264,L1
22955,Poland,Szprotawa,32,Good,1,Good,27,Good,1,Good,32,L0,94.08311041,2.008947514,L0
22956,Mexico,Tala,62,Moderate,1,Good,4,Good,7,Good,62,L1,155.6227815,4.739767098,L1
22957,Sudan,Talawdi,64,Moderate,1,Good,9,Good,2,Good,64,L1,157.8207805,9.989868727,L1
22958,France,Tinqueux,30,Good,1,Good,25,Good,1003.063334,Good,30,L0,75.83845203,3.987644243,L0
22959,India,Udankudi,51,Moderate,0,Good,28,Good,0,Good,51,L1,112.4007074,5.597373656,L1
22960,Czechia,Usti,42,Good,1,Good,23,Good,5,Good,42,L0,117.1547843,5.921556363,L0
22961,Serbia,Uzice,63,Moderate,1,Good,27,Good,0,Good,63,L1,161.2711396,0.478620606,L1
22962,France,Tourlaville,33,Good,1,Good,8,Good,16,Good,33,L0,84.7767539,-0.780672919,L0
22963,Poland,Pszczyna,71,Moderate,2,Good,31,Good,7,Good,71,L1,179.8133138,10.89660618,L1
22964,Russian Federation,Pushchino,36,Good,1,,32,Good,2,Good,36,L0,95.14079798,-9.573162731,L0
22965,Hungary,Puspokladany,69,Moderate,1,Good,30,Good,2,Good,69,L1,184.0343737,0.456885687,L1
22966,Azerbaijan,Quba,40,Good,1,Good,,Good,0,Good,40,L0,104.4793646,-3.176502345,L0
22967,Netherlands,Vriezenveen,46,Good,1,Good,25,Good,5,Good,46,L0,106.3836345,9.103969435,L0
22968,China,Wuzhou,51,Moderate,2,Good,,Good,3,Good,51,L1,138.2551612,12.42390736,L1
22969,Brazil,Divinopolis,68,Moderate,2,Good,3,Good,1003.063334,Good,68,L1,179.9856969,1.978336937,L1
22970,Nicaragua,Masatepe,43,Good,1,Good,18,Good,1,Good,43,L0,114.55527,17.62451572,L0
22971,United States of America,Mechanicsville,37,Good,1,Good,30,Good,6,Good,37,L0,108.2524131,10.68608271,L0
22972,Poland,Lobez,46,Good,1,Good,37,Good,1,Good,46,L0,120.3037868,4.78577653,L0
22973,China,Luchou,61,Moderate,1,Good,36,Good,3,Good,61,L1,168.6137609,11.29994757,L1
22974,Russian Federation,Kimovsk,44,Good,0,Good,31,Good,0,Good,44,L0,129.0721102,-1.208641466,L0
22975,France,Kingersheim,34,Good,1,Good,30,Good,1003.063334,Good,34,L0,95.82312886,2.417046332,L0
22976,France,Lormont,42,Good,0,Good,42,Good,0,Good,24,L0,102.5206638,4.316052047,L0
22977,Italy,Merate,33,Good,1,Good,,Good,3,Good,27,L0,86.19214281,0.33974163,L0
22978,Thailand,Kuchinarai,51,Moderate,0,,26,Good,1003.063334,Good,51,L1,144.8885603,-4.421551755,L1
22979,,Kyaikkami,54,Moderate,0,Good,20,Good,0,Good,54,L1,125.0237213,-2.689959714,L1
22980,France,La Valette Du Var,59,Moderate,1,Good,28,Good,7,Good,59,L1,148.5804633,2.816581845,L1
22981,Mexico,Xochitepec,138,Unhealthy for Sensitive Groups,2,Good,35,Good,3,Good,138,L2,346.5703516,7.946576724,L2
22982,Greece,Papagos,48,Good,1,Good,45,Good,0,Good,48,L0,116.347894,2.11054767,L0
22983,Russian Federation,Norilsk,32,Good,1,Good,32,Good,1,Good,22,L0,93.7287895,-4.39921212,L0
22984,United States of America,Myrtle Beach,43,Good,2,Good,43,Good,2,Good,32,L0,116.2681507,7.951602553,L0
22985,Indonesia,Mojokerto,150,Unhealthy,3,Good,91,Moderate,1,Good,150,L3,372.8894164,13.7668707,L3
22986,Mexico,Tecalitlan,40,Good,1,Good,3,Good,5,Good,40,L0,111.0551292,0.500276049,L0
22987,Malaysia,Temerloh,56,Moderate,1,Good,34,Good,0,Good,56,L1,143.4158377,12.11395297,L1
22988,Spain,Totana,32,Good,1,Good,32,Good,1,Good,30,L0,76.09805427,8.144365711,L0
22989,Hungary,Szarvas,40,Good,1,Good,32,Good,1,Good,40,L0,97.8708159,-1.470790297,L0
22990,India,Bagaha,151,Unhealthy,4,Good,31,Good,8,Good,151,L3,386.8605107,5.960452819,L3
22991,United States of America,Jackson,51,Moderate,1,,41,Good,3,Good,51,L1,141.8900988,2.235100233,L1
22992,Belgium,Kapellen,32,Good,1,Good,29,Good,4,Good,32,L0,80.13231767,2.873616371,L0
22993,India,Hosdurga,41,Good,0,Good,21,Good,0,Good,41,L0,112.9444133,-10.19189809,L0
22994,Germany,Neuwied,61,Moderate,1,,35,Good,3,Good,61,L1,173.3175416,0.034203142,L1
22995,Colombia,El Carmen De Bolivar,60,Moderate,2,Good,3,Good,7,Good,60,L1,142.4112944,2.831828357,L1
22996,United States of America,Cottonwood,43,Good,1,Good,12,Good,5,Good,43,L0,116.0566987,13.25279953,L0
22997,Brazil,Curitiba,56,Moderate,1,Good,13,Good,5,Good,56,L1,153.3065569,4.934628132,L1
22998,Colombia,Barrancas,78,Moderate,1,Good,27,Good,0,Good,78,L1,199.0485018,-0.190076901,L1
22999,United States of America,Beaverton,114,Unhealthy for Sensitive Groups,2,Good,18,Good,10,Good,114,L2,302.3828321,3.40734641,L2
23000,India,Biswan,152,Unhealthy,3,Good,40,Good,8,Good,152,L3,406.9883704,9.525437761,L3
23001,Italy,Boscotrecase,72,Moderate,1,Good,72,Moderate,1003.063334,Good,57,L1,188.4335535,1.910230824,L1
23002,United States of America,Boston,44,Good,1,Good,40,Good,1,Good,44,L0,112.6641027,0.873269054,L0
23003,Austria,Bruck An Der Mur,66,Moderate,1,,43,Good,0,Good,66,L1,179.7698281,1.033957475,L1
23004,Chile,Calama,184,Unhealthy,0,Good,16,Good,0,Good,184,L3,473.4206886,4.398651872,L3
23005,Guatemala,Cantel,57,Moderate,1,Good,27,Good,1,Good,57,L1,122.3116905,-3.10857509,L1
23006,France,Cestas,42,Good,1,Good,42,Good,0,Good,19,L0,109.9726444,-1.634497046,L0
23007,India,Chanderi,162,Unhealthy,3,Good,62,Moderate,3,Good,162,L3,406.0540053,2.761775648,L3
23008,Peru,Chaupimarca,11,Good,0,Good,11,Good,0,Good,6,L0,36.46705692,-3.520468921,L0
23009,China,Yigou,176,Unhealthy,3,Good,176,Unhealthy,4,Good,127,L2,443.0634172,3.281830611,L2
23010,Russian Federation,Zheleznogorsk Ilimskiy,40,Good,1,Good,40,Good,0,Good,23,L0,104.1482391,8.284311091,L0
23011,India,Umrala,156,Unhealthy,0,Good,34,Good,0,Good,156,L3,386.3678724,7.181779404,L3
23012,United States of America,Urbandale,36,Good,1,Good,34,Good,4,Good,36,L0,102.3452922,5.158535264,L0
23013,China,Xiaolan,153,Unhealthy,5,,115,Unhealthy for Sensitive Groups,9,Good,153,L3,404.0504222,12.07406388,L3
23014,Iran (Islamic Republic of),Khoy,52,Moderate,1,Good,,Good,0,Good,52,L1,126.5232805,0.450090306,L1
23015,India,Kottayam,79,Moderate,1,Good,,Good,1,Good,79,L1,188.5294498,-6.605465656,L1
23016,India,Lakshettipet,108,Unhealthy for Sensitive Groups,1,Good,,Good,1,Good,108,L2,275.2000322,4.519258166,L2
23017,Philippines,Koronadal,31,Good,1,Good,17,Good,0,Good,31,L0,82.21344339,5.288682274,L0
23018,Italy,Capaci,65,Moderate,1,Good,45,Good,0,Good,65,L1,179.2093279,0.431624562,L1
23019,United Kingdom of Great Britain and Northern Ireland,Cardiff,67,Moderate,0,Good,33,Good,0,Good,67,L1,160.2080505,-3.38035934,L1
23020,Thailand,Bang Sai,56,Moderate,0,Good,24,Good,0,Good,56,L1,139.6204482,-4.367077909,L1
23021,Brazil,Baturite,42,Good,1,Good,10,Good,3,Good,42,L0,88.52296761,4.63817853,L0
23022,Russian Federation,Bikin,31,Good,1,,31,Good,0,Good,27,L0,96.24983636,4.209520825,L0
23023,South Africa,Scottsburgh,185,Unhealthy,12,Good,10,Good,1003.063334,Good,185,L3,470.0054463,29.5727816,L3
23024,Germany,Norvenich,56,Moderate,1,Good,33,Good,5,Good,56,L1,140.3656709,-0.2272153,L1
23025,United States of America,Chicago Heights,77,Moderate,2,Good,10,Good,27,Good,77,L1,184.2772852,4.160325044,L1
23026,Georgia,Gori,39,Good,1,Good,39,Good,0,Good,19,L0,90.19523942,3.886002962,L0
23027,Venezuela (Bolivarian Republic of),Guacara,159,Unhealthy,3,Good,4,Good,16,Good,159,L3,406.642669,4.650704608,L3
23028,Venezuela (Bolivarian Republic of),Guanare,76,Moderate,1,Good,10,Good,2,Good,76,L1,183.9257495,7.995079555,L1
23029,Netherlands,Heiloo,40,Good,1,Good,38,Good,3,Good,40,L0,106.0400542,9.99073047,L0
23030,France,Epinay Sur Seine,71,Moderate,2,Good,28,Good,5,Good,71,L1,202.9294486,0.072164573,L1
23031,Russian Federation,Kropotkin,48,Good,1,Good,48,Good,0,Good,22,L0,121.5241238,1.509584098,L0
23032,Indonesia,Kualakapuas,71,Moderate,1,Good,11,Good,2,Good,71,L1,172.8855556,10.42277481,L1
23033,United States of America,Lakeland Highlands,65,Moderate,1,Good,65,Moderate,3,Good,16,L0,171.3200721,5.415819844,L0
23034,Ireland,Leixlip,41,Good,1,Good,41,Good,0,Good,37,L0,95.24208259,4.386058999,L0
23035,United States of America,American Fork,45,Good,1,Good,45,Good,1,Good,41,L0,134.6998453,5.50620183,L0
23036,China,Anshan,78,Moderate,3,Good,54,Moderate,5,Good,78,L1,214.0361967,10.67944721,L1
23037,India,Attayyampatti,95,Moderate,2,Good,25,Good,6,Good,95,L1,240.8582838,7.545818984,L1
23038,France,Cormeilles En Parisis,66,Moderate,1,Good,46,Good,1,Good,66,L1,161.0270682,4.867975063,L1
23039,United States of America,Macomb,58,Moderate,1,Good,45,Good,1,Good,58,L1,145.7423013,3.847875261,L1
23040,Slovakia,Malacky,68,Moderate,1,Good,57,Moderate,0,Good,68,L1,172.0433439,10.54112153,L1
23041,United States of America,Maplewood,51,Moderate,1,Good,,Good,2,Good,51,L1,136.3356713,2.468579709,L1
23042,Chile,Lautaro,66,Moderate,2,Good,1,Good,11,Good,66,L1,180.3963233,5.606185088,L1
23043,Germany,Lichtenfels,32,Good,1,Good,26,Good,2,Good,32,L0,74.63487369,11.55996766,L0
23044,United States of America,Lutz,46,Good,1,Good,27,Good,12,Good,46,L0,130.1090957,5.428632573,L0
23045,Japan,Kamaishi,37,Good,1,Good,,Good,0,Good,18,L0,103.6768561,3.467071298,L0
23046,Israel,Haifa,90,Moderate,2,Good,,Good,11,Good,90,L1,224.9221051,8.753733433,L1
23047,China,Homei,204,Very Unhealthy,4,Good,204,Very Unhealthy,9,Good,156,L3,504.132881,10.3364477,L3
23048,China,Honghu,93,Moderate,3,Good,90,Moderate,3,Good,93,L1,238.6623272,3.704423885,L1
23049,Denmark,Koge,35,Good,0,,33,Good,0,Good,35,L0,81.90411516,3.225508124,L0
23050,Pakistan,Kot Diji,179,Unhealthy,1,Good,46,Good,0,Good,179,L3,462.7368085,-0.243836512,L3
23051,United States of America,Uniondale,75,Moderate,2,Good,15,Good,24,Good,75,L1,181.2611723,14.73386171,L1
23052,Hungary,Vac,74,Moderate,1,Good,42,Good,1,Good,74,L1,195.4770619,4.99388475,L1
23053,Brazil,Lambari,55,Moderate,1,Good,6,Good,4,Good,55,L1,141.6938364,-0.891037052,L1
23054,Russian Federation,Lomonosov,38,Good,1,Good,38,Good,4,Good,27,L0,94.39375116,1.836845692,L0
23055,Ecuador,Macara,52,Moderate,1,Good,3,Good,4,Good,52,L1,133.9716849,7.597891253,L1
23056,Russian Federation,Kolomna,33,Good,0,Good,33,Good,0,Good,25,L0,98.2998317,-3.455645171,L0
23057,Italy,Montalto Uffugo,46,Good,1,Good,46,Good,0,Good,16,L0,108.0774259,17.40232173,L0
23058,Zimbabwe,Beitbridge,52,Moderate,2,Good,19,Good,1,Good,52,L1,130.8784344,-1.676264218,L1
23059,Turkey,Biga,44,Good,1,Good,,Good,0,Good,44,L0,107.4825644,8.428274404,L0
23060,Russian Federation,Kaliningrad,38,Good,1,Good,31,Good,2,Good,38,L0,99.61382866,1.366953977,L0
23061,Germany,Geisenheim,53,Moderate,1,Good,27,Good,3,Good,53,L1,130.6531911,-0.244331508,L1
23062,Russian Federation,Ekazhevo,37,Good,1,Good,37,Good,1,Good,37,L0,79.81918758,6.488659955,L0
23063,United States of America,Berea,68,Moderate,2,Good,22,Good,10,Good,68,L1,164.4486245,3.330214524,L1
23064,United States of America,Abilene,52,Moderate,1,Good,25,Good,1,Good,52,L1,151.3775502,11.75776425,L1
23065,India,Mariahu,166,Unhealthy,4,Good,156,Unhealthy,2,Good,166,L3,422.4672821,2.193540625,L3
23066,United States of America,Neosho,61,Moderate,1,,32,Good,2,Good,61,L1,159.6236205,6.611392375,L1
23067,India,Jhanjharpur,102,Unhealthy for Sensitive Groups,3,Good,102,Unhealthy for Sensitive Groups,1,Good,70,L1,257.1738761,6.023887415,L1
23068,China,Chengzihe,50,Good,1,,39,Good,1,Good,50,L0,129.4837458,5.281394441,L0
23069,United States of America,Cuyahoga Falls,41,Good,2,Good,33,Good,5,Good,41,L0,103.2018808,8.170474157,L0
23070,Germany,Prenzlau,36,Good,0,,36,Good,1003.063334,Good,29,L0,100.2692853,-6.658092609,L0
23071,Japan,Komoro,32,Good,1,Good,32,Good,1,Good,10,L0,86.00808854,4.970035332,L0
23072,Germany,Darmstadt,66,Moderate,1,Good,36,Good,3,Good,66,L1,158.2873179,9.245266972,L1
23073,India,Deori Khas,193,Unhealthy,1,Good,,Good,0,Good,193,L3,490.037245,6.131935648,L3
23074,Indonesia,Boyolangu,48,Good,1,Good,28,Good,0,Good,48,L0,100.4125808,1.956147506,L0
23075,Mexico,Zitacuaro,51,Moderate,1,Good,33,Good,0,Good,51,L1,136.638592,-3.269024226,L1
23076,Brazil,Santa Quiteria Do Maranhao,38,Good,1,Good,11,Good,1,Good,38,L0,85.90643143,6.339751895,L0
23077,India,Sapatgram,63,Moderate,2,Good,48,Good,0,Good,63,L1,161.5394491,14.98053588,L1
23078,Germany,Balingen,58,Moderate,1,Good,39,Good,1,Good,58,L1,138.053724,7.109345095,L1
23079,Spain,Ingenio,37,Good,1,Good,37,Good,0,Good,17,L0,97.528232,9.588594586,L0
23080,India,Jagalur,52,Moderate,0,Good,23,Good,0,Good,52,L1,140.7827852,6.665083697,L1
23081,Italy,Todi,73,Moderate,1,Good,73,Moderate,0,Good,39,L0,202.5282709,1.834605677,L0
23082,Finland,Turku,36,Good,1,,36,Good,0,Good,5,L0,79.58642345,4.252439983,L0
23083,United States of America,Vienna,45,Good,1,Good,45,Good,3,Good,38,L0,127.2547296,8.142615967,L0
23084,United States of America,Worthington,44,Good,1,Good,39,Good,1,Good,44,L0,116.3115271,-4.098600752,L0
23085,Poland,Wroclaw,50,Good,1,Good,44,Good,0,Good,50,L0,125.4933285,7.058715246,L0
23086,Chile,Talca,70,Moderate,3,Good,2,Good,8,Good,70,L1,187.5985651,13.69458911,L1
23087,Indonesia,Tanete,57,Moderate,1,Good,23,Good,1,Good,57,L1,145.1407515,3.543203679,L1
23088,United States of America,Wauconda,58,Moderate,1,Good,28,Good,4,Good,58,L1,157.1753052,7.870098928,L1
23089,China,Xixiang,181,Unhealthy,9,Good,5,Good,44,Good,181,L3,447.5773029,15.42814153,L3
23090,Indonesia,Ngunut,51,Moderate,1,Good,26,Good,0,Good,51,L1,126.1700297,3.991171614,L1
23091,Honduras,Talanga,81,Moderate,2,Good,0,Good,4,Good,81,L1,216.9360005,4.234438289,L1
23092,France,Talant,42,Good,1,Good,25,Good,2,Good,42,L0,124.8540052,6.099063456,L0
23093,Senegal,Tambacounda,115,Unhealthy for Sensitive Groups,1,,17,Good,0,Good,115,L2,292.149681,3.277371956,L2
23094,United Republic of Tanzania,Tarime,60,Moderate,1,Good,12,Good,0,Good,60,L1,127.1271107,-4.580896955,L1
23095,United States of America,Vega Baja,79,Moderate,0,Good,22,Good,0,Good,79,L1,200.5095072,-1.5906372,L1
23096,Germany,Sindelfingen,61,Moderate,1,,37,Good,2,Good,61,L1,157.8242612,13.51254296,L1
23097,India,Surandai,48,Good,1,Good,26,Good,0,Good,48,L0,122.6722662,6.637675914,L0
23098,Uzbekistan,Termiz,172,Unhealthy,1,Good,49,Good,0,Good,172,L3,438.3633856,-6.689607419,L3
23099,Italy,Tezze Sul Brenta,65,Moderate,1,Good,38,Good,2,Good,65,L1,162.7309007,9.839093759,L1
23100,Russian Federation,Tikhoretsk,35,Good,1,Good,35,Good,0,Good,6,L0,100.8887086,-1.964106779,L0
23101,France,Saint Orens De Gameville,32,Good,1,Good,,Good,2,Good,23,L0,73.33286727,8.266874049,L0
23102,Thailand,Sam Roi Yot,30,Good,0,Good,19,Good,0,Good,30,L0,92.36848707,8.461170873,L0
